Region,State,AirportID,City,Airport_Name,S/L,Hub,Year,Boardings,PCT_Rise
WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,2010,62109,-0.07
WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,2009,66627,0.29
WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,2008,51765,0.17
WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,2007,44238,0.08
WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,2006,40948,0.02
SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,2015,13061632,0.09
SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,2014,12031860,0.04
SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,2013,11538140,0.01
SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,2012,11445103,0.01
SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,2011,11332466,0.05
SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,2010,10829810,0.06
SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,2009,10258118,-0.07
SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,2008,11020091,-0.01
SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,2007,11079250,0.09
SO,FL,FLL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,2006,10204579,-0.05
SO,SC,FLO,Florence,Florence Regional,P,N,2015,52611,-0.11
SO,SC,FLO,Florence,Florence Regional,P,N,2014,59314,-0.01
SO,SC,FLO,Florence,Florence Regional,P,N,2013,59894,-0.12
SO,SC,FLO,Florence,Florence Regional,P,N,2012,67745,-0.01
SO,SC,FLO,Florence,Florence Regional,P,N,2011,68169,-0.18
SO,SC,FLO,Florence,Florence Regional,P,N,2010,82961,0.08
SO,SC,FLO,Florence,Florence Regional,P,N,2009,77146,0.19
SO,SC,FLO,Florence,Florence Regional,P,N,2008,64835,0.4
SO,SC,FLO,Florence,Florence Regional,P,N,2007,46452,0.03
SO,SC,FLO,Florence,Florence Regional,P,N,2006,45331,-0.16
SW,NM,FMN,Farmington,Four Corners Regional,CS,None,2015,3083,-0.46
SW,NM,FMN,Farmington,Four Corners Regional,CS,None,2014,5678,-0.6
SW,NM,FMN,Farmington,Four Corners Regional,CS,None,2013,14263,-0.13
SW,NM,FMN,Farmington,Four Corners Regional,CS,None,2012,16337,0
SW,NM,FMN,Farmington,Four Corners Regional,CS,None,2011,16322,0.22
SW,NM,FMN,Farmington,Four Corners Regional,CS,None,2010,13389,0.23
SW,NM,FMN,Farmington,Four Corners Regional,CS,None,2009,10854,-0.36
SW,NM,FMN,Farmington,Four Corners Regional,CS,None,2008,17044,-0.36
SW,NM,FMN,Farmington,Four Corners Regional,CS,None,2007,26769,-0.01
SW,NM,FMN,Farmington,Four Corners Regional,CS,None,2006,26929,-0.08
GL,MI,FNT,Flint,Bishop International,P,S,2015,411763,-0.02
GL,MI,FNT,Flint,Bishop International,P,S,2014,421129,0.06
GL,MI,FNT,Flint,Bishop International,P,S,2013,398132,-0.03
GL,MI,FNT,Flint,Bishop International,P,S,2012,412326,-0.13
GL,MI,FNT,Flint,Bishop International,P,S,2011,473113,-0.05
GL,MI,FNT,Flint,Bishop International,P,S,2010,497649,0.02
GL,MI,FNT,Flint,Bishop International,P,S,2009,489388,-0.07
GL,MI,FNT,Flint,Bishop International,P,S,2008,526492,-0.01
GL,MI,FNT,Flint,Bishop International,P,S,2007,532621,0
GL,MI,FNT,Flint,Bishop International,P,S,2006,532680,-0.04
GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,2015,493530,0.01
GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,2014,490448,0.02
GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,2013,481716,0.06
GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,2012,453007,0.07
GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,2011,423288,0.19
GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,2010,355939,0.07
GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,2009,332709,-0.1
GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,2008,367874,-0.06
GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,2007,392920,0.06
GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,2006,369760,0.04
SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,2015,84136,-0.07
SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,2014,90214,0.09
SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,2013,82742,-0.02
SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,2012,84751,0.01
SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,2011,84136,0
SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,2010,83902,0.1
SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,2009,76401,-0.1
SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,2008,85095,-0.13
SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,2007,97344,0.04
SW,AR,FSM,Fort Smith,Fort Smith Regional,P,N,2006,93795,-0.07
GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,2015,353876,0.09
GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,2014,323252,0.1
GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,2013,294968,0.05
GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,2012,280732,0.03
GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,2011,272796,0
GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,2010,273056,0.05
GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,2009,259315,-0.08
GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,2008,282449,-0.02
GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,2007,289210,0.08
GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,2006,268122,-0.13
AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,2015,10703,-0.13
AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,2014,12349,-0.13
AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,2013,14141,-0.03
AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,2012,14563,0.34
AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,2011,10862,-0.13
AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,2010,12421,0.67
AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,2009,7447,-0.04
AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,2008,7784,-0.13
AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,2007,8909,-0.17
AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,2006,10770,-0.04
NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,2015,30502,0.12
NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,2014,27173,-0.07
NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,2013,29130,-0.11
NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,2012,32714,0
NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,2011,32846,0.12
NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,2010,29230,0.09
NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,2009,26869,-0.05
NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,2008,28232,0.07
NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,2007,26410,0.21
NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,2006,21876,0.46
CE,KS,GCK,Garden City,Garden City Regional,P,N,2015,27152,0.03
CE,KS,GCK,Garden City,Garden City Regional,P,N,2014,26428,0.08
CE,KS,GCK,Garden City,Garden City Regional,P,N,2013,24456,0.33
CE,KS,GCK,Garden City,Garden City Regional,P,N,2012,18375,0.57
CE,KS,GCK,Garden City,Garden City Regional,P,N,2011,11690,0.15
CE,KS,GCK,Garden City,Garden City Regional,P,N,2010,10155,0.01
CE,KS,GCK,Garden City,Garden City Regional,P,N,2009,10014,-0.13
CE,KS,GCK,Garden City,Garden City Regional,P,N,2008,11453,-0.12
CE,KS,GCK,Garden City,Garden City Regional,P,N,2007,13065,0.13
CE,KS,GCK,Garden City,Garden City Regional,P,N,2006,11603,0.15
WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,2015,332050,-0.03
WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,2014,340808,0.04
WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,2013,327814,-0.03
WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,2012,336716,0.01
WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,2011,331924,0.04
WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,2010,318622,0.07
WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,2009,297894,0.01
WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,2008,294436,-0.17
WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,2007,354624,-0.09
WP,AZ,GCN,Grand Canyon,Grand Canyon National Park,P,N,2006,388644,0.01
NM,WA,GEG,Spokane,Spokane International,P,S,2015,1515351,0.05
NM,WA,GEG,Spokane,Spokane International,P,S,2014,1445572,0.02
NM,WA,GEG,Spokane,Spokane International,P,S,2013,1417731,-0.03
NM,WA,GEG,Spokane,Spokane International,P,S,2012,1456279,-0.02
NM,WA,GEG,Spokane,Spokane International,P,S,2011,1487913,-0.04
NM,WA,GEG,Spokane,Spokane International,P,S,2010,1545115,0.03
NM,WA,GEG,Spokane,Spokane International,P,S,2009,1494490,-0.12
NM,WA,GEG,Spokane,Spokane International,P,S,2008,1691345,-0.01
NM,WA,GEG,Spokane,Spokane International,P,S,2007,1710425,0.07
NM,WA,GEG,Spokane,Spokane International,P,S,2006,1605069,0.01
GL,ND,GFK,Grand Forks,Grand Forks International,P,N,2015,145785,0
GL,ND,GFK,Grand Forks,Grand Forks International,P,N,2014,146003,-0.02
GL,ND,GFK,Grand Forks,Grand Forks International,P,N,2013,148665,0.08
GL,ND,GFK,Grand Forks,Grand Forks International,P,N,2012,137953,0.16
GL,ND,GFK,Grand Forks,Grand Forks International,P,N,2011,118872,0.01
GL,ND,GFK,Grand Forks,Grand Forks International,P,N,2010,117980,0.21
GL,ND,GFK,Grand Forks,Grand Forks International,P,N,2009,97361,0.11
GL,ND,GFK,Grand Forks,Grand Forks International,P,N,2008,88093,0.07
GL,ND,GFK,Grand Forks,Grand Forks International,P,N,2007,82700,-0.04
GL,ND,GFK,Grand Forks,Grand Forks International,P,N,2006,86353,-0.02
SW,TX,GGG,Longview,East Texas Regional,P,N,2015,20968,-0.04
SW,TX,GGG,Longview,East Texas Regional,P,N,2014,21867,0.05
SW,TX,GGG,Longview,East Texas Regional,P,N,2013,20870,0.11
SW,TX,GGG,Longview,East Texas Regional,P,N,2012,18787,-0.11
SW,TX,GGG,Longview,East Texas Regional,P,N,2011,21112,-0.03
SW,TX,GGG,Longview,East Texas Regional,P,N,2010,21830,-0.12
SW,TX,GGG,Longview,East Texas Regional,P,N,2009,24944,0
SW,TX,GGG,Longview,East Texas Regional,P,N,2008,24835,-0.06
SW,TX,GGG,Longview,East Texas Regional,P,N,2007,26333,0.04
SW,TX,GGG,Longview,East Texas Regional,P,N,2006,25353,0.08
NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,2015,214404,0
NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,2014,214313,0.02
NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,2013,211091,-0.03
NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,2012,217369,0
NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,2011,217988,-0.01
NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,2010,219358,-0.04
NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,2009,228850,0.08
NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,2008,212588,0.25
NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,2007,170443,0.07
NM,CO,GJT,Grand Junction,Grand Junction Regional,P,N,2006,159509,0.02
SO,FL,GNV,Gainesville,Gainesville Regional,P,N,2015,213225,0.03
SO,FL,GNV,Gainesville,Gainesville Regional,P,N,2014,206820,0.04
SO,FL,GNV,Gainesville,Gainesville Regional,P,N,2013,198388,0.04
SO,FL,GNV,Gainesville,Gainesville Regional,P,N,2012,190461,0.07
SO,FL,GNV,Gainesville,Gainesville Regional,P,N,2011,177282,0.11
SO,FL,GNV,Gainesville,Gainesville Regional,P,N,2010,159499,0.23
SO,FL,GNV,Gainesville,Gainesville Regional,P,N,2009,130166,-0.05
SO,FL,GNV,Gainesville,Gainesville Regional,P,N,2008,136623,-0.04
SO,FL,GNV,Gainesville,Gainesville Regional,P,N,2007,142068,-0.08
SO,FL,GNV,Gainesville,Gainesville Regional,P,N,2006,153532,-0.1
NM,MT,GPI,Kalispell,Glacier Park International,P,N,2015,237501,0.06
NM,MT,GPI,Kalispell,Glacier Park International,P,N,2014,224820,0.13
NM,MT,GPI,Kalispell,Glacier Park International,P,N,2013,199707,0.04
NM,MT,GPI,Kalispell,Glacier Park International,P,N,2012,192439,0.07
NM,MT,GPI,Kalispell,Glacier Park International,P,N,2011,179064,0.02
NM,MT,GPI,Kalispell,Glacier Park International,P,N,2010,175222,0.09
NM,MT,GPI,Kalispell,Glacier Park International,P,N,2009,160193,-0.14
NM,MT,GPI,Kalispell,Glacier Park International,P,N,2008,186450,-0.01
NM,MT,GPI,Kalispell,Glacier Park International,P,N,2007,187944,0.07
NM,MT,GPI,Kalispell,Glacier Park International,P,N,2006,175157,-0.09
SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,2015,317154,-0.03
SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,2014,325437,-0.12
SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,2013,369597,-0.06
SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,2012,394110,0
SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,2011,395350,-0.14
SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,2010,461072,0.12
SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,2009,411978,-0.16
SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,2008,487907,0.06
SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,2007,462416,0.15
SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,N,2006,403771,0.03
GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,2015,295245,-0.02
GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,2014,302568,0.03
GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,2013,293703,0.04
GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,2012,282973,-0.2
GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,2011,352157,0.01
GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,2010,349733,0
GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,2009,348151,-0.15
GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,2008,410348,-0.07
GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,2007,440176,-0.01
GL,WI,GRB,Green Bay,Green Bay-Austin Straubel International,P,N,2006,443866,0.06
CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,2015,64602,0.05
CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,2014,61400,0.07
CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,2013,57165,0.02
CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,2012,56138,0.19
CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,2011,47167,0.27
CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,2010,37101,0.84
CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,2009,20136,1.53
CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,2008,7961,-0.13
CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,2007,9159,0.08
CE,NE,GRI,Grand Island,Central Nebraska Regional,P,N,2006,8505,0.12
SW,TX,GRK,Killeen,Robert Gray AAF,P,N,2015,176895,-0.07
SW,TX,GRK,Killeen,Robert Gray AAF,P,N,2014,189529,-0.03
SW,TX,GRK,Killeen,Robert Gray AAF,P,N,2013,195899,0.07
SW,TX,GRK,Killeen,Robert Gray AAF,P,N,2012,183501,-0.17
SW,TX,GRK,Killeen,Robert Gray AAF,P,N,2011,219753,-0.1
SW,TX,GRK,Killeen,Robert Gray AAF,P,N,2010,243861,0.05
SW,TX,GRK,Killeen,Robert Gray AAF,P,N,2009,231500,0
SW,TX,GRK,Killeen,Robert Gray AAF,P,N,2008,232299,0.07
SW,TX,GRK,Killeen,Robert Gray AAF,P,N,2007,216129,0.03
SW,TX,GRK,Killeen,Robert Gray AAF,P,N,2006,209236,0.08
WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,2015,12116,0.12
WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,2014,10821,0.07
WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,2013,10092,-0.24
WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,2012,13206,-0.37
WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,2011,20961,-0.05
WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,2010,21964,-0.16
WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,2009,26040,-0.06
WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,2008,27776,-0.04
WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,2007,28856,-0.31
WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,2006,42033,0.06
GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,2015,1280803,0.09
GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,2014,1174821,0.05
GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,2013,1123257,0.06
GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,2012,1063153,-0.06
GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,2011,1126552,0.03
GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,2010,1089002,0.23
GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,2009,883677,-0.02
GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,2008,902925,-0.09
GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,2007,992539,-0.01
GL,MI,GRR,Grand Rapids,Gerald R Ford International,P,S,2006,1005586,-0.03
WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,2015,455232,-0.08
WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,2014,495150,0.1
WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,2013,448177,0.09
WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,2012,411735,0.08
WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,2011,382386,-0.12
WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,2010,433577,0.13
WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,2009,384882,-0.13
WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,2008,441013,0.02
WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,2007,433090,-0.11
WP,MP,GSN,Saipan,Francisco C Ada/Saipan International,P,S,2006,484077,-0.13
SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,2015,848249,0
SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,2014,851157,0
SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,2013,853532,-0.04
SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,2012,889135,-0.01
SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,2011,894290,0.05
SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,2010,855073,-0.01
SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,2009,862679,-0.18
SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,2008,1052258,-0.03
SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,2007,1089436,0.01
SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,2006,1082846,-0.17
SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,2015,955097,0.01
SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,2014,945477,0.03
SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,2013,917088,-0.02
SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,2012,936288,0.06
SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,2011,880994,0.37
SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,2010,642512,0.03
SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,2009,625728,-0.11
SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,2008,699805,-0.1
SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,2007,774450,0.02
SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,2006,756490,-0.15
NM,MT,GTF,Great Falls,Great Falls International,P,N,2015,182635,-0.04
NM,MT,GTF,Great Falls,Great Falls International,P,N,2014,190361,0.04
NM,MT,GTF,Great Falls,Great Falls International,P,N,2013,182390,-0.02
NM,MT,GTF,Great Falls,Great Falls International,P,N,2012,186790,0.11
NM,MT,GTF,Great Falls,Great Falls International,P,N,2011,168158,0.08
NM,MT,GTF,Great Falls,Great Falls International,P,N,2010,155204,0.06
NM,MT,GTF,Great Falls,Great Falls International,P,N,2009,146438,0.02
NM,MT,GTF,Great Falls,Great Falls International,P,N,2008,143811,-0.01
NM,MT,GTF,Great Falls,Great Falls International,P,N,2007,145452,0.04
NM,MT,GTF,Great Falls,Great Falls International,P,N,2006,139362,-0.11
SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,2015,38632,0
SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,2014,38664,-0.06
SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,2013,41140,0.06
SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,2012,38856,0.08
SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,2011,35860,-0.01
SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,2010,36329,0
SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,2009,36275,0.02
SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,2008,35669,0.3
SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,2007,27521,-0.05
SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,2006,29046,-0.14
NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,2015,34412,0.08
NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,2014,31743,0.03
NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,2013,30780,-0.01
NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,2012,31181,-0.15
NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,2011,36516,-0.02
NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,2010,37316,-0.11
NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,2009,42130,0.17
NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,2008,36035,-0.15
NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,2007,42622,-0.11
NM,CO,GUC,Gunnison,Gunnison-Crested Butte Regional,P,N,2006,48073,0.07
WP,GU,GUM,Tamuning,Guam International,P,S,2015,1420500,-0.01
WP,GU,GUM,Tamuning,Guam International,P,S,2014,1436726,-0.08
WP,GU,GUM,Tamuning,Guam International,P,S,2013,1562165,0.06
WP,GU,GUM,Tamuning,Guam International,P,S,2012,1477926,0.08
WP,GU,GUM,Tamuning,Guam International,P,S,2011,1369586,-0.03
WP,GU,GUM,Tamuning,Guam International,P,S,2010,1411024,0.13
WP,GU,GUM,Tamuning,Guam International,P,S,2009,1250479,-0.05
WP,GU,GUM,Tamuning,Guam International,P,S,2008,1314725,-0.07
WP,GU,GUM,Tamuning,Guam International,P,S,2007,1420257,0
WP,GU,GUM,Tamuning,Guam International,P,S,2006,1416354,0
NM,CO,HDN,Hayden,Yampa Valley,P,N,2015,93896,0.02
NM,CO,HDN,Hayden,Yampa Valley,P,N,2014,92245,0
NM,CO,HDN,Hayden,Yampa Valley,P,N,2013,91823,-0.08
NM,CO,HDN,Hayden,Yampa Valley,P,N,2012,99969,-0.06
NM,CO,HDN,Hayden,Yampa Valley,P,N,2011,106534,-0.03
NM,CO,HDN,Hayden,Yampa Valley,P,N,2010,110044,-0.1
NM,CO,HDN,Hayden,Yampa Valley,P,N,2009,122480,-0.1
NM,CO,HDN,Hayden,Yampa Valley,P,N,2008,136600,-0.02
NM,CO,HDN,Hayden,Yampa Valley,P,N,2007,139642,0.06
NM,CO,HDN,Hayden,Yampa Valley,P,N,2006,131448,0.01
GL,MN,HIB,Hibbing,Range Regional,P,N,2015,12394,0.07
GL,MN,HIB,Hibbing,Range Regional,P,N,2014,11617,0
GL,MN,HIB,Hibbing,Range Regional,P,N,2013,11669,-0.02
GL,MN,HIB,Hibbing,Range Regional,P,N,2012,11921,-0.03
GL,MN,HIB,Hibbing,Range Regional,P,N,2011,12272,0.09
GL,MN,HIB,Hibbing,Range Regional,P,N,2010,11227,0.26
GL,MN,HIB,Hibbing,Range Regional,P,N,2009,8926,0
GL,MN,HIB,Hibbing,Range Regional,P,N,2008,8896,0.02
GL,MN,HIB,Hibbing,Range Regional,P,N,2007,8716,-0.15
GL,MN,HIB,Hibbing,Range Regional,P,N,2006,10197,-0.04
NM,MT,HLN,Helena,Helena Regional,P,N,2015,99460,0.03
NM,MT,HLN,Helena,Helena Regional,P,N,2014,96869,0
NM,MT,HLN,Helena,Helena Regional,P,N,2013,97310,0.02
NM,MT,HLN,Helena,Helena Regional,P,N,2012,95374,-0.05
NM,MT,HLN,Helena,Helena Regional,P,N,2011,100695,0.03
NM,MT,HLN,Helena,Helena Regional,P,N,2010,98193,0.11
NM,MT,HLN,Helena,Helena Regional,P,N,2009,88314,0.03
NM,MT,HLN,Helena,Helena Regional,P,N,2008,85649,0.03
NM,MT,HLN,Helena,Helena Regional,P,N,2007,83402,-0.05
NM,MT,HLN,Helena,Helena Regional,P,N,2006,87958,-0.06
AL,AK,HNH,Hoonah,Hoonah,P,N,2015,10050,0.02
AL,AK,HNH,Hoonah,Hoonah,P,N,2014,9849,-0.06
AL,AK,HNH,Hoonah,Hoonah,P,N,2013,10468,0.09
AL,AK,HNH,Hoonah,Hoonah,P,N,2012,9564,-0.12
AL,AK,HNH,Hoonah,Hoonah,P,N,2011,10815,0.01
AL,AK,HNH,Hoonah,Hoonah,P,N,2010,10759,0.41
AL,AK,HNH,Hoonah,Hoonah,P,N,2009,7651,0
AL,AK,HNH,Hoonah,Hoonah,P,N,2008,7680,-0.09
AL,AK,HNH,Hoonah,Hoonah,P,N,2007,8482,-0.02
AL,AK,HNH,Hoonah,Hoonah,P,N,2006,8615,-0.09
