Region,State,AirportID,City,Airport_Name,S/L,Hub,Year,Boardings,PCT_Rise
NM,WY,CYS,Cheyenne,Cheyenne Regional/Jerry Olson Field,CS,None,2008,16697,-0.08
NM,WY,CYS,Cheyenne,Cheyenne Regional/Jerry Olson Field,CS,None,2007,18116,0.17
NM,WY,CYS,Cheyenne,Cheyenne Regional/Jerry Olson Field,CS,None,2006,15469,0.02
SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,2015,306360,0
SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,2014,306542,0.04
SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,2013,293843,0.01
SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,2012,290144,0.06
SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,2011,274166,0.11
SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,2010,246627,0.22
SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,2009,202417,-0.28
SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,2008,282784,-0.17
SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,2007,340328,0.3
SO,FL,DAB,Daytona Beach,Daytona Beach International,P,N,2006,262503,-0.12
SW,TX,DAL,Dallas,Dallas Love Field,P,M,2015,7040950,0.56
SW,TX,DAL,Dallas,Dallas Love Field,P,M,2014,4522341,0.12
SW,TX,DAL,Dallas,Dallas Love Field,P,M,2013,4023779,0.03
SW,TX,DAL,Dallas,Dallas Love Field,P,M,2012,3902628,0.01
SW,TX,DAL,Dallas,Dallas Love Field,P,M,2011,3852886,0.02
SW,TX,DAL,Dallas,Dallas Love Field,P,M,2010,3783407,0.03
SW,TX,DAL,Dallas,Dallas Love Field,P,M,2009,3675861,-0.09
SW,TX,DAL,Dallas,Dallas Love Field,P,M,2008,4021976,0.01
SW,TX,DAL,Dallas,Dallas Love Field,P,M,2007,3988199,0.16
SW,TX,DAL,Dallas,Dallas Love Field,P,M,2006,3443537,0.17
GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,2015,1041759,-0.07
GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,2014,1120842,-0.1
GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,2013,1244841,-0.03
GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,2012,1289758,0.03
GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,2011,1247333,0
GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,2010,1248787,0.01
GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,2009,1240848,-0.15
GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,2008,1454618,0.03
GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,2007,1412758,0.08
GL,OH,DAY,Dayton,James M Cox Dayton International,P,S,2006,1303779,0.07
CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,2015,38248,0.06
CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,2014,35983,0.08
CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,2013,33465,0.03
CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,2012,32389,-0.1
CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,2011,36148,0.07
CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,2010,33861,-0.14
CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,2009,39359,-0.08
CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,2008,42870,-0.07
CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,2007,45878,-0.02
CE,IA,DBQ,Dubuque,Dubuque Regional,P,N,2006,46973,0.15
EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,2015,11242375,0.11
EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,2014,10115546,0.03
EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,2013,9838034,0.04
EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,2012,9462231,0.05
EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,2011,9053004,0.04
EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,2010,8736804,0.03
EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,2009,8490288,-0.02
EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,2008,8704466,-0.04
EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,2007,9038174,0.01
EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,2006,8973410,0.04
NM,CO,DEN,Denver,Denver International,P,L,2015,26280043,0.01
NM,CO,DEN,Denver,Denver International,P,L,2014,26000591,0.02
NM,CO,DEN,Denver,Denver International,P,L,2013,25496885,-0.01
NM,CO,DEN,Denver,Denver International,P,L,2012,25799841,0.01
NM,CO,DEN,Denver,Denver International,P,L,2011,25667499,0.02
NM,CO,DEN,Denver,Denver International,P,L,2010,25241962,0.05
NM,CO,DEN,Denver,Denver International,P,L,2009,24013669,-0.01
NM,CO,DEN,Denver,Denver International,P,L,2008,24287939,0.01
NM,CO,DEN,Denver,Denver International,P,L,2007,24117623,0.06
NM,CO,DEN,Denver,Denver International,P,L,2006,22822111,0.1
SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,2015,31589839,0.03
SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,2014,30804567,0.06
SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,2013,29038128,0.04
SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,2012,28022904,0.02
SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,2011,27518358,0.02
SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,2010,27100656,0.02
SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,2009,26663984,-0.02
SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,2008,27219285,-0.04
SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,2007,28482417,-0.01
SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,2006,28627749,0.02
SO,AL,DHN,Dothan,Dothan Regional,P,N,2015,46792,-0.07
SO,AL,DHN,Dothan,Dothan Regional,P,N,2014,50309,0.04
SO,AL,DHN,Dothan,Dothan Regional,P,N,2013,48423,0.04
SO,AL,DHN,Dothan,Dothan Regional,P,N,2012,46452,0
SO,AL,DHN,Dothan,Dothan Regional,P,N,2011,46388,0.12
SO,AL,DHN,Dothan,Dothan Regional,P,N,2010,41453,-0.01
SO,AL,DHN,Dothan,Dothan Regional,P,N,2009,42071,-0.12
SO,AL,DHN,Dothan,Dothan Regional,P,N,2008,47859,0
SO,AL,DHN,Dothan,Dothan Regional,P,N,2007,48019,-0.17
SO,AL,DHN,Dothan,Dothan Regional,P,N,2006,57552,-0.16
GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,2015,41925,-0.29
GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,2014,58987,0.69
GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,2013,34980,0.47
GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,2012,23729,0.25
GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,2011,19001,0.83
GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,2010,10383,0.16
GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,2009,8924,-0.03
GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,2008,9164,0.21
GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,2007,7603,0.36
GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,2006,5604,0.12
AL,AK,DLG,Dillingham,Dillingham,P,N,2015,26949,-0.32
AL,AK,DLG,Dillingham,Dillingham,P,N,2014,39414,0.48
AL,AK,DLG,Dillingham,Dillingham,P,N,2013,26632,-0.33
AL,AK,DLG,Dillingham,Dillingham,P,N,2012,39877,0.31
AL,AK,DLG,Dillingham,Dillingham,P,N,2011,30406,-0.29
AL,AK,DLG,Dillingham,Dillingham,P,N,2010,42927,0.46
AL,AK,DLG,Dillingham,Dillingham,P,N,2009,29214,-0.09
AL,AK,DLG,Dillingham,Dillingham,P,N,2008,32215,-0.24
AL,AK,DLG,Dillingham,Dillingham,P,N,2007,42617,-0.02
AL,AK,DLG,Dillingham,Dillingham,P,N,2006,43420,0.01
GL,MN,DLH,Duluth,Duluth International,P,N,2015,131128,-0.15
GL,MN,DLH,Duluth,Duluth International,P,N,2014,153583,-0.01
GL,MN,DLH,Duluth,Duluth International,P,N,2013,155496,-0.02
GL,MN,DLH,Duluth,Duluth International,P,N,2012,158569,0.08
GL,MN,DLH,Duluth,Duluth International,P,N,2011,146620,-0.03
GL,MN,DLH,Duluth,Duluth International,P,N,2010,150556,0.2
GL,MN,DLH,Duluth,Duluth International,P,N,2009,125451,-0.15
GL,MN,DLH,Duluth,Duluth International,P,N,2008,147793,-0.13
GL,MN,DLH,Duluth,Duluth International,P,N,2007,169971,0.22
GL,MN,DLH,Duluth,Duluth International,P,N,2006,139480,-0.05
NM,CO,DRO,Durango,Durango-La Plata County,P,N,2015,186800,-0.04
NM,CO,DRO,Durango,Durango-La Plata County,P,N,2014,193764,0.01
NM,CO,DRO,Durango,Durango-La Plata County,P,N,2013,192797,0.03
NM,CO,DRO,Durango,Durango-La Plata County,P,N,2012,186567,0.06
NM,CO,DRO,Durango,Durango-La Plata County,P,N,2011,175649,0.07
NM,CO,DRO,Durango,Durango-La Plata County,P,N,2010,163611,0.1
NM,CO,DRO,Durango,Durango-La Plata County,P,N,2009,148077,0.1
NM,CO,DRO,Durango,Durango-La Plata County,P,N,2008,134386,0.16
NM,CO,DRO,Durango,Durango-La Plata County,P,N,2007,116310,0.03
NM,CO,DRO,Durango,Durango-La Plata County,P,N,2006,113516,0.12
CE,IA,DSM,Des Moines,Des Moines International,P,S,2015,1156462,0.01
CE,IA,DSM,Des Moines,Des Moines International,P,S,2014,1141172,0.06
CE,IA,DSM,Des Moines,Des Moines International,P,S,2013,1078496,0.06
CE,IA,DSM,Des Moines,Des Moines International,P,S,2012,1018188,0.09
CE,IA,DSM,Des Moines,Des Moines International,P,S,2011,932828,0.04
CE,IA,DSM,Des Moines,Des Moines International,P,S,2010,898840,0.05
CE,IA,DSM,Des Moines,Des Moines International,P,S,2009,853596,-0.07
CE,IA,DSM,Des Moines,Des Moines International,P,S,2008,919990,-0.04
CE,IA,DSM,Des Moines,Des Moines International,P,S,2007,963231,0.02
CE,IA,DSM,Des Moines,Des Moines International,P,S,2006,947393,0.03
GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,2015,16255520,0.03
GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,2014,15775941,0.01
GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,2013,15683523,0.01
GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,2012,15599879,-0.01
GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,2011,15716865,0
GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,2010,15643890,0.03
GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,2009,15211402,-0.11
GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,2008,16998174,-0.03
GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,2007,17495135,0
GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,2006,17483468,-0.01
AL,AK,DUT,Unalaska,Unalaska,P,N,2015,31753,0.08
AL,AK,DUT,Unalaska,Unalaska,P,N,2014,29370,0.03
AL,AK,DUT,Unalaska,Unalaska,P,N,2013,28556,-0.07
AL,AK,DUT,Unalaska,Unalaska,P,N,2012,30735,0.02
AL,AK,DUT,Unalaska,Unalaska,P,N,2011,30048,0.12
AL,AK,DUT,Unalaska,Unalaska,P,N,2010,26711,0
AL,AK,DUT,Unalaska,Unalaska,P,N,2009,26705,-0.05
AL,AK,DUT,Unalaska,Unalaska,P,N,2008,28234,-0.08
AL,AK,DUT,Unalaska,Unalaska,P,N,2007,30581,0.05
AL,AK,DUT,Unalaska,Unalaska,P,N,2006,29260,-0.04
NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,2015,62319,0.1
NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,2014,56589,0.09
NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,2013,52051,0.01
NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,2012,51347,0.01
NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,2011,50927,0.09
NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,2010,46837,-0.09
NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,2009,51561,0.07
NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,2008,48275,0.04
NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,2007,46576,0.16
NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,2006,40310,0.03
GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,2015,19332,-0.07
GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,2014,20757,-0.04
GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,2013,21677,-0.05
GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,2012,22907,0.2
GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,2011,19097,0.04
GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,2010,18369,0.39
GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,2009,13192,-0.3
GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,2008,18762,-0.17
GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,2007,22705,-0.01
GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,2006,22823,-0.11
NM,CO,EGE,Eagle,Eagle County Regional,P,N,2015,156937,-0.05
NM,CO,EGE,Eagle,Eagle County Regional,P,N,2014,165004,-0.01
NM,CO,EGE,Eagle,Eagle County Regional,P,N,2013,167166,0
NM,CO,EGE,Eagle,Eagle County Regional,P,N,2012,167914,-0.11
NM,CO,EGE,Eagle,Eagle County Regional,P,N,2011,189276,-0.06
NM,CO,EGE,Eagle,Eagle County Regional,P,N,2010,201010,0.11
NM,CO,EGE,Eagle,Eagle County Regional,P,N,2009,181666,-0.15
NM,CO,EGE,Eagle,Eagle County Regional,P,N,2008,212832,-0.08
NM,CO,EGE,Eagle,Eagle County Regional,P,N,2007,231719,0.07
NM,CO,EGE,Eagle,Eagle County Regional,P,N,2006,217039,0.02
WP,NV,EKO,Elko,Elko Regional,P,N,2015,13701,-0.25
WP,NV,EKO,Elko,Elko Regional,P,N,2014,18200,-0.07
WP,NV,EKO,Elko,Elko Regional,P,N,2013,19510,-0.41
WP,NV,EKO,Elko,Elko Regional,P,N,2012,33310,0.41
WP,NV,EKO,Elko,Elko Regional,P,N,2011,23543,0.08
WP,NV,EKO,Elko,Elko Regional,P,N,2010,21863,0.06
WP,NV,EKO,Elko,Elko Regional,P,N,2009,20668,-0.19
WP,NV,EKO,Elko,Elko Regional,P,N,2008,25523,-0.11
WP,NV,EKO,Elko,Elko Regional,P,N,2007,28523,-0.17
WP,NV,EKO,Elko,Elko Regional,P,N,2006,34158,-0.55
EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,2015,155936,-0.02
EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,2014,159136,0.23
EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,2013,129749,-0.11
EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,2012,145243,-0.05
EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,2011,152582,0.16
EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,2010,131358,0.15
EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,2009,114519,0.1
EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,2008,104508,0.05
EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,2007,99211,0.19
EA,NY,ELM,Elmira,Elmira/Corning Regional,P,N,2006,83328,-0.04
SW,TX,ELP,El Paso,El Paso International,P,S,2015,1381392,-0.01
SW,TX,ELP,El Paso,El Paso International,P,S,2014,1395363,0.02
SW,TX,ELP,El Paso,El Paso International,P,S,2013,1363102,-0.05
SW,TX,ELP,El Paso,El Paso International,P,S,2012,1442102,-0.01
SW,TX,ELP,El Paso,El Paso International,P,S,2011,1458965,-0.03
SW,TX,ELP,El Paso,El Paso International,P,S,2010,1509093,0.01
SW,TX,ELP,El Paso,El Paso International,P,S,2009,1495879,-0.07
SW,TX,ELP,El Paso,El Paso International,P,S,2008,1613946,-0.03
SW,TX,ELP,El Paso,El Paso International,P,S,2007,1669792,0.01
SW,TX,ELP,El Paso,El Paso International,P,S,2006,1658102,0.01
AL,AK,ENA,Kenai,Kenai Municipal,P,N,2015,97820,-0.03
AL,AK,ENA,Kenai,Kenai Municipal,P,N,2014,100448,0.01
AL,AK,ENA,Kenai,Kenai Municipal,P,N,2013,99821,0
AL,AK,ENA,Kenai,Kenai Municipal,P,N,2012,99955,0.1
AL,AK,ENA,Kenai,Kenai Municipal,P,N,2011,90806,0.05
AL,AK,ENA,Kenai,Kenai Municipal,P,N,2010,86857,0.06
AL,AK,ENA,Kenai,Kenai Municipal,P,N,2009,82184,-0.15
AL,AK,ENA,Kenai,Kenai Municipal,P,N,2008,96565,0.02
AL,AK,ENA,Kenai,Kenai Municipal,P,N,2007,94720,0.02
AL,AK,ENA,Kenai,Kenai Municipal,P,N,2006,93246,0.06
EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,2015,88953,-0.08
EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,2014,97063,-0.11
EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,2013,109520,0
EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,2012,109185,-0.03
EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,2011,112749,-0.11
EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,2010,127184,0.05
EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,2009,121164,-0.03
EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,2008,124667,-0.12
EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,2007,142365,-0.12
EA,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,2006,161087,-0.14
NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,2015,447813,0.02
NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,2014,440198,0.01
NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,2013,434095,0.07
NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,2012,407124,0.03
NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,2011,393504,0.07
NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,2010,369397,0.08
NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,2009,340662,-0.05
NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,2008,358819,-0.05
NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,2007,379089,0.05
NM,OR,EUG,Eugene,Mahlon Sweet Field,P,S,2006,360877,0
GL,IN,EVV,Evansville,Evansville Regional,P,N,2015,203350,0.19
GL,IN,EVV,Evansville,Evansville Regional,P,N,2014,171212,0.06
GL,IN,EVV,Evansville,Evansville Regional,P,N,2013,161279,-0.02
GL,IN,EVV,Evansville,Evansville Regional,P,N,2012,164767,-0.03
GL,IN,EVV,Evansville,Evansville Regional,P,N,2011,169426,0
GL,IN,EVV,Evansville,Evansville Regional,P,N,2010,169967,0.1
GL,IN,EVV,Evansville,Evansville Regional,P,N,2009,153993,-0.2
GL,IN,EVV,Evansville,Evansville Regional,P,N,2008,193349,-0.13
GL,IN,EVV,Evansville,Evansville Regional,P,N,2007,222654,-0.05
GL,IN,EVV,Evansville,Evansville Regional,P,N,2006,234308,-0.04
NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,2015,7271,-0.11
NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,2014,8159,-0.23
NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,2013,10604,-0.13
NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,2012,12256,0.1
NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,2011,11152,-0.1
NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,2010,12363,0.06
NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,2009,11680,-0.16
NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,2008,13908,-0.05
NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,2007,14567,-0.04
NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,2006,15211,-0.15
SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,2015,109237,-0.08
SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,2014,118749,-0.02
SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,2013,121479,-0.03
SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,2012,125873,0.01
SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,2011,124085,-0.02
SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,2010,126800,0.12
SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,2009,112881,0.02
SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,2008,111184,0.07
SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,2007,104105,0.23
SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,2006,85015,-0.09
EA,NJ,EWR,Newark,Newark Liberty International,P,L,2015,18684818,0.05
EA,NJ,EWR,Newark,Newark Liberty International,P,L,2014,17773405,0.01
EA,NJ,EWR,Newark,Newark Liberty International,P,L,2013,17546506,0.03
EA,NJ,EWR,Newark,Newark Liberty International,P,L,2012,17055993,0.01
EA,NJ,EWR,Newark,Newark Liberty International,P,L,2011,16814092,0.01
EA,NJ,EWR,Newark,Newark Liberty International,P,L,2010,16571754,-0.01
EA,NJ,EWR,Newark,Newark Liberty International,P,L,2009,16659441,-0.05
EA,NJ,EWR,Newark,Newark Liberty International,P,L,2008,17599578,-0.03
EA,NJ,EWR,Newark,Newark Liberty International,P,L,2007,18163652,0.02
EA,NJ,EWR,Newark,Newark Liberty International,P,L,2006,17804107,0.08
SO,FL,EYW,Key West,Key West International,P,N,2015,362108,-0.06
SO,FL,EYW,Key West,Key West International,P,N,2014,383776,-0.05
SO,FL,EYW,Key West,Key West International,P,N,2013,402842,0.09
SO,FL,EYW,Key West,Key West International,P,N,2012,370637,0.1
SO,FL,EYW,Key West,Key West International,P,N,2011,335603,0.17
SO,FL,EYW,Key West,Key West International,P,N,2010,287359,0.23
SO,FL,EYW,Key West,Key West International,P,N,2009,234322,0.01
SO,FL,EYW,Key West,Key West International,P,N,2008,231339,-0.15
SO,FL,EYW,Key West,Key West International,P,N,2007,270781,-0.08
SO,FL,EYW,Key West,Key West International,P,N,2006,294047,-0.06
AL,AK,FAI,Fairbanks,Fairbanks International,P,S,2015,493443,0.07
AL,AK,FAI,Fairbanks,Fairbanks International,P,S,2014,459769,0.01
AL,AK,FAI,Fairbanks,Fairbanks International,P,S,2013,457372,0.02
AL,AK,FAI,Fairbanks,Fairbanks International,P,S,2012,450436,0.03
AL,AK,FAI,Fairbanks,Fairbanks International,P,S,2011,438188,0.01
AL,AK,FAI,Fairbanks,Fairbanks International,P,S,2010,435392,0.03
AL,AK,FAI,Fairbanks,Fairbanks International,P,S,2009,424496,-0.07
AL,AK,FAI,Fairbanks,Fairbanks International,P,S,2008,456947,0.02
AL,AK,FAI,Fairbanks,Fairbanks International,P,S,2007,449076,0.06
AL,AK,FAI,Fairbanks,Fairbanks International,P,S,2006,424816,0.01
GL,ND,FAR,Fargo,Hector International,P,S,2015,437188,-0.04
GL,ND,FAR,Fargo,Hector International,P,S,2014,456372,0.13
GL,ND,FAR,Fargo,Hector International,P,S,2013,403919,0.09
GL,ND,FAR,Fargo,Hector International,P,S,2012,369969,0.07
GL,ND,FAR,Fargo,Hector International,P,S,2011,346459,-0.05
GL,ND,FAR,Fargo,Hector International,P,S,2010,365963,0.04
GL,ND,FAR,Fargo,Hector International,P,S,2009,352041,0.08
GL,ND,FAR,Fargo,Hector International,P,S,2008,326941,0.09
GL,ND,FAR,Fargo,Hector International,P,S,2007,300848,-0.02
GL,ND,FAR,Fargo,Hector International,P,S,2006,307947,0.08
WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,2015,695008,-0.02
WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,2014,710353,0.04
WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,2013,684849,0.07
WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,2012,640350,0.04
WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,2011,615320,0.08
WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,2010,569879,-0.02
WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,2009,580203,-0.03
WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,2008,600489,-0.06
WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,2007,636032,0.02
WP,CA,FAT,Fresno,Fresno Yosemite International,P,S,2006,623997,0.09
SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,2015,220339,-0.04
SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,2014,230436,-0.06
SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,2013,244345,-0.04
SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,2012,255406,-0.02
SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,2011,259445,0
SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,2010,258986,0.12
SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,2009,231002,0.14
SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,2008,202827,0.16
SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,2007,175432,0.13
SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,2006,154966,0.01
NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,2015,11254,-0.05
NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,2014,11798,0.1
NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,2013,10688,-0.08
NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,2012,11555,0.02
NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,2011,11283,-0.09
NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,2010,12381,-0.04
NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,2009,12940,-0.06
NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,2008,13835,0.13
NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,2007,12287,-0.47
NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,2006,23317,0.1
WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,2015,67419,-0.01
WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,2014,68123,0.17
WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,2013,58323,-0.07
WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,2012,62472,0.03
WP,AZ,FLG,Flagstaff,Flagstaff Pulliam,P,N,2011,60831,-0.02
